source,target,company,similarity
shockey scott w,thomas david w,OVBC,0.954545
shockey scott w,wiseman thomas e,OVBC,1
thomas david w,wiseman thomas e,OVBC,0.954545
sheen michael j,wheeler walter r.,GEOS,0.95
klein matthew,tyler michele lynn,VEC,0.907407
peloso francis,tyler michele lynn,VEC,0.864912
babbit joel m.,crittenden gary l,PRI,0.821429
babbit joel m.,day cynthia n,PRI,0.821429
babbit joel m.,perez beatriz r,PRI,1
babbit joel m.,yastine barbara a.,PRI,0.809365
benson p george,crittenden gary l,PRI,0.821429
benson p george,day cynthia n,PRI,0.821429
benson p george,yastine barbara a.,PRI,0.809365
crittenden gary l,perez beatriz r,PRI,0.821429
crittenden gary l,yastine barbara a.,PRI,0.929847
day cynthia n,perez beatriz r,PRI,0.821429
perez beatriz r,yastine barbara a.,PRI,0.809365
crawford william hw iv,kucia mark a,UBNK,0.80839
crawford william hw iv,newell eric r,UBNK,0.80839
crawford william hw iv,paulson david c,UBNK,0.80839
crawford william hw iv,wynnick elizabeth,UBNK,0.80839
kucia mark a,newell eric r,UBNK,1
kucia mark a,paulson david c,UBNK,1
kucia mark a,wynnick elizabeth,UBNK,1
newell eric r,paulson david c,UBNK,1
newell eric r,wynnick elizabeth,UBNK,1
paulson david c,wynnick elizabeth,UBNK,1
bush mary k,hrabowski freeman a iii,TROW,0.802778
dardis jennifer b,jackson stephon a.,TROW,0.947059
dardis jennifer b,page sebastien,TROW,0.833333
hrabowski freeman a iii,maclellan robert f.,TROW,0.802778
mccormick andrew c.,page sebastien,TROW,0.873188
page sebastien,veiel eric l,TROW,0.835
compofelice joseph s,greenberg joseph g.,CTGO,0.844
barnes keith,jabbar masood,VIAV,0.810811
braham tor,colvin donald a,VIAV,1
rondinone ralph,scrivanich luke m,VIAV,0.91124
rondinone ralph,siebert kevin christopher,VIAV,0.960953
scrivanich luke m,siebert kevin christopher,VIAV,0.873474
cesan raul e,grabe william o,IT,0.88
cesan raul e,pagliuca stephen g,IT,1
grabe william o,pagliuca stephen g,IT,0.88
john miriam e,kraemer harry m jansen jr,LDOS,0.83183
aggarwal reena,cohen martin,CNS,0.81
aggarwal reena,connor frank t,CNS,0.863636
aggarwal reena,simon richard p,CNS,0.820455
aggarwal reena,villani edmond d,CNS,0.820455
connor frank t,rhein peter l,CNS,0.916667
connor frank t,simon richard p,CNS,0.956522
connor frank t,villani edmond d,CNS,0.956522
derechin adam m,dulik elena,CNS,0.869565
derechin adam m,harvey joseph m,CNS,0.952381
derechin adam m,poli francis c,CNS,0.833333
derechin adam m,stadler matthew s.,CNS,0.9025
dulik elena,harvey joseph m,CNS,0.909091
dulik elena,poli francis c,CNS,0.8
dulik elena,stadler matthew s.,CNS,0.859524
harvey joseph m,poli francis c,CNS,0.869565
harvey joseph m,stadler matthew s.,CNS,0.95
poli francis c,stadler matthew s.,CNS,0.820455
rhein peter l,simon richard p,CNS,0.88
rhein peter l,villani edmond d,CNS,0.88
simon richard p,villani edmond d,CNS,0.916667
gerken r jay,greffin judith p,ASB,0.9
gerken r jay,jeffe robert a,ASB,0.952381
gerken r jay,kamerick eileen a,ASB,1
gerken r jay,klappa gale e,ASB,0.95
gerken r jay,nettles cory l,ASB,1
gerken r jay,van lith karen,ASB,1
gerken r jay,williams john b,ASB,1
greffin judith p,jeffe robert a,ASB,0.852632
greffin judith p,kamerick eileen a,ASB,0.9
greffin judith p,klappa gale e,ASB,0.944444
greffin judith p,nettles cory l,ASB,0.9
greffin judith p,van lith karen,ASB,0.9
greffin judith p,williams john b,ASB,0.9
jeffe robert a,kamerick eileen a,ASB,0.952381
jeffe robert a,klappa gale e,ASB,0.9025
jeffe robert a,nettles cory l,ASB,0.952381
jeffe robert a,van lith karen,ASB,0.952381
jeffe robert a,williams john b,ASB,0.952381
kamerick eileen a,klappa gale e,ASB,0.95
kamerick eileen a,nettles cory l,ASB,1
kamerick eileen a,van lith karen,ASB,1
kamerick eileen a,williams john b,ASB,1
klappa gale e,nettles cory l,ASB,0.95
klappa gale e,van lith karen,ASB,0.95
klappa gale e,williams john b,ASB,0.95
nettles cory l,van lith karen,ASB,1
nettles cory l,williams john b,ASB,1
van lith karen,williams john b,ASB,1
lam thomas s.,sim kenneth t.,AMEH,0.897959
dakos andrew,goldstein phillip,PCF,0.819444
dakos andrew,samuels steven,PCF,0.857607
demsey john,o'hare michael,EL,0.801473
demsey john,prouve cedric,EL,0.804023
freda fabrizio,haney carl p.,EL,0.801047
freda fabrizio,lauder jane,EL,0.807615
freda fabrizio,o'hare michael,EL,0.836364
haney carl p.,lauder jane,EL,0.87313
haney carl p.,o'hare michael,EL,0.829604
lauder jane,o'hare michael,EL,0.878543
brandt eric,holden betsy d,XRAY,0.826389
brandt eric,kraemer harry m jansen jr,XRAY,0.944444
brandt eric,varon leslie f,XRAY,0.826389
holden betsy d,kraemer harry m jansen jr,XRAY,0.875
holden betsy d,varon leslie f,XRAY,1
kraemer harry m jansen jr,varon leslie f,XRAY,0.875
abbott gary r,barron francis brian,XEC,0.860593
abbott gary r,lambuth john,XEC,0.880952
barron francis brian,lambuth john,XEC,0.865991
jorden thomas e,lambuth john,XEC,0.817987
hamel judy g,reinhardt jason,LITE,0.802855
berg shawn,langbehn kyle,HZO,1
cashman charles a,cassella anthony e. jr.,HZO,0.857661
cashman charles a,mcgill w brett,HZO,0.888462
cassella anthony e. jr.,mcgill w brett,HZO,0.862406
follit evelyn v,moore clint,HZO,0.9
bauer david p,camiolo karen m,NFG,0.822279
bauer david p,decarolis donna l,NFG,0.865494
camiolo karen m,decarolis donna l,NFG,0.882836
camiolo karen m,mcginnis john p,NFG,0.800482
carlotti carl m,pustulka john r,NFG,0.863636
decarolis donna l,kraemer ronald c,NFG,0.802059
jaggers joseph n,shaw jeffrey w,NFG,0.954545
krebs martin a,loweth justin i,NFG,0.891641
krebs martin a,mendel elena g,NFG,0.865385
alpert robert h,webb c clark,PX,1
allison john a,shropshire kenneth,MC,0.857143
mahmoodzadegan navid,raich jeffrey,MC,0.947059
boyce david s,mckenna john m,TMP,0.816011
boyce david s,romaine stephen s,TMP,0.827719
boyce david s,valenti susan m.,TMP,0.853333
fontaine alyssa h,howard brian a,TMP,0.871977
fontaine alyssa h,lindberg bonita n,TMP,0.925334
gruber scott l,klein gerald j jr,TMP,0.844844
gruber scott l,valenti susan m.,TMP,0.801337
howard brian a,lindberg bonita n,TMP,0.944485
klein gerald j jr,valenti susan m.,TMP,0.823016
mckenna john m,romaine stephen s,TMP,0.841101
mckenna john m,valenti susan m.,TMP,0.897527
romaine stephen s,valenti susan m.,TMP,0.869863
kyle jerry v. jr.,mathis william n.,BSM,0.875
anderson sheila mae,kurtenbach reece a,DAKT,0.810198
addicott virginia c.,bell james a,CDW,1
addicott virginia c.,clarizio lynda m,CDW,0.891975
addicott virginia c.,nelms david w,CDW,1
addicott virginia c.,swedish joseph,CDW,1
addicott virginia c.,zarcone donna f,CDW,1
bell james a,clarizio lynda m,CDW,0.891975
bell james a,nelms david w,CDW,1
bell james a,swedish joseph,CDW,1
bell james a,zarcone donna f,CDW,1
clarizio lynda m,nelms david w,CDW,0.891975
clarizio lynda m,swedish joseph,CDW,0.891975
clarizio lynda m,zarcone donna f,CDW,0.891975
nelms david w,swedish joseph,CDW,1
nelms david w,zarcone donna f,CDW,1
swedish joseph,zarcone donna f,CDW,1
abate christopher j,stone andrew p,RWT,0.864224
casey francis x.,waldman louis s.,IRMD,1
armstrong steve,baruch steven n,MSM,0.809877
armstrong steve,bonomo charles,MSM,0.978261
armstrong steve,jones douglas e,MSM,0.854135
armstrong steve,polli gregory,MSM,0.841712
baruch steven n,bonomo charles,MSM,0.806931
baruch steven n,heerdt kari d,MSM,0.853431
baruch steven n,jones douglas e,MSM,0.841345
baruch steven n,polli gregory,MSM,0.960836
bledsoe elizabeth,dongre neal,MSM,0.875
bledsoe elizabeth,shacklett kimberly,MSM,0.803571
bonomo charles,jones douglas e,MSM,0.851497
bonomo charles,polli gregory,MSM,0.820181
dongre neal,shacklett kimberly,MSM,0.928571
heerdt kari d,polli gregory,MSM,0.888762
jones douglas e,polli gregory,MSM,0.862338
mellinger paul,webster robert,HCOM,1
arling paul d,hackworth bryan m,UEIC,0.900132
chahil satjiv s,vogel carl e,UEIC,0.911157
chahil satjiv s,zinser edward k,UEIC,0.88
martin william c,singer eric,UEIC,0.954545
vogel carl e,zinser edward k,UEIC,0.801818
baldwin robert h b jr,kallenbach charles,HPY,0.851456
carr robert o,kallenbach charles,HPY,0.917742
gilbert david l,kallenbach charles,HPY,0.857143
gilbert david l,lawler michael a,HPY,0.922078
fay james daniel,pittman raymond j,MTTR,0.881579
fay james daniel,remley jay,MTTR,0.881579
fay james daniel,tulsi japjit,MTTR,0.881579
pittman raymond j,remley jay,MTTR,1
pittman raymond j,tulsi japjit,MTTR,1
remley jay,tulsi japjit,MTTR,1
beltramello jo ann,fier ian,MNTA,0.801944
beltramello jo ann,kwon young,MNTA,0.884662
fier ian,kwon young,MNTA,0.826299
kaundinya ganesh venkataraman,leicher bruce,MNTA,0.952381
kaundinya ganesh venkataraman,roach james m.,MNTA,0.802222
leicher bruce,roach james m.,MNTA,0.844444
leicher bruce,shea richard p,MNTA,0.8
roach james m.,shea richard p,MNTA,0.844444
allison eric,dehoff kate,JOBY,0.860243
christman dan,gaynor mitchell,MRVL,0.804433
christman dan,hu jean x.,MRVL,0.820513
berglund steven w,shepard julie a,TRMB,0.8188
greenberg craig,rust michael t,RBCAA,0.95
greenberg craig,tamme stout sue,RBCAA,0.95
rust michael t,tamme stout sue,RBCAA,1
rust michael t,vogt mark a,RBCAA,0.844444
sipes kevin d,vogt mark a,RBCAA,0.826389
tamme stout sue,vogt mark a,RBCAA,0.844444
kaminski jeff,norton thomas f,KBH,0.822826
heyburn william a.,tomkiel melissa m.,BLDE,0.872705
tomkiel melissa m.,wiesenthal robert s,BLDE,0.808051
bruner judy,haggart dylan g.,STX,1
cannon michael r,geldmacher jay l,STX,0.922078
cannon michael r,tilenius stephanie,STX,0.95
cannon michael r,zander edward j,STX,0.932114
cheng mei wei,coleman william t iii,STX,0.821558
cheng mei wei,park chong sup,STX,0.883929
geldmacher jay l,tilenius stephanie,STX,0.875325
geldmacher jay l,zander edward j,STX,0.848201
tilenius stephanie,zander edward j,STX,0.882927
hackman jeffrey b.,liberatore joseph j,KFRC,0.86373
kong peter t m,lim chin hu,KLIC,0.881667
kong peter t m,milzcik gregory f,KLIC,0.881667
kong peter t m,yeo mui sung,KLIC,0.918403
lim chin hu,milzcik gregory f,KLIC,0.928571
lim chin hu,yeo mui sung,KLIC,0.956522
milzcik gregory f,yeo mui sung,KLIC,0.956522
wong lester a,wong nelson munpun,KLIC,0.826327
hovsepian ronald w,joshi aditya,IL,0.833333
hovsepian ronald w,semel scott n,IL,1
joshi aditya,semel scott n,IL,0.833333
viola michael t,viola teresa,VIRT,1
viola michael t,viola vincent j,VIRT,1
viola teresa,viola vincent j,VIRT,1
cerminara kyle,moglia joseph h,FGF,0.890649
conde cesar,ferguson j brian,OC,0.8
conde cesar,hake ralph f,OC,0.821429
cordeiro eduardo e,elsner adrienne,OC,0.892857
cordeiro eduardo e,festa alfred e,OC,0.909091
cordeiro eduardo e,mannen maryann t.,OC,0.805556
cordeiro eduardo e,martin paul edward,OC,0.863636
elsner adrienne,festa alfred e,OC,0.821429
elsner adrienne,lonergan edward f,OC,0.818182
elsner adrienne,mannen maryann t.,OC,0.888889
elsner adrienne,nimocks suzanne p,OC,0.818182
ferguson j brian,hake ralph f,OC,0.966667
festa alfred e,martin paul edward,OC,0.944444
hake ralph f,lonergan edward f,OC,0.818182
hake ralph f,nimocks suzanne p,OC,0.818182
handy f philip,mcmonagle james j,OC,0.888889
lonergan edward f,mannen maryann t.,OC,0.909091
lonergan edward f,morris w howard,OC,0.897959
lonergan edward f,nimocks suzanne p,OC,1
lonergan edward f,williams john david,OC,0.977778
mannen maryann t.,morris w howard,OC,0.808081
mannen maryann t.,nimocks suzanne p,OC,0.909091
mannen maryann t.,williams john david,OC,0.886918
morris w howard,nimocks suzanne p,OC,0.897959
morris w howard,williams john david,OC,0.88
nimocks suzanne p,williams john david,OC,0.977778
deal richard,lansing william j,FICO,0.845714
deal richard,leonard michael s,FICO,0.901497
deal richard,scadina mark r,FICO,0.920586
deal richard,wehmann james m,FICO,0.805084
leonard michael s,scadina mark r,FICO,0.848571
pung michael j,wells stuart,FICO,0.863636
abel robert a,mowery theodore w,MPB,0.858766
de soto matthew g,mowery theodore w,MPB,0.881262
kolchinsky peter,shah rajeev m.,ORTX,1
belk john r,belk thomas m jr,NONE,0.867544
duncan thomas patrick,hollis calvin e,NONE,0.823529
duncan thomas patrick,kretzmer w brian,NONE,0.852632
duncan thomas patrick,snell roger,NONE,0.823529
feinleib david,wang john c,NONE,0.805556
golub david,golub lawrence e,NONE,1
hanson jeffrey t,oh stefan k.l.,NONE,0.901802
hanson jeffrey t,prosky danny,NONE,0.929524
hanson jeffrey t,streiff mathieu b.,NONE,0.97619
ho jean chi en,wang john c,NONE,0.826389
hollis calvin e,kretzmer w brian,NONE,0.81
hunt timothy,wieland james,NONE,0.846154
hunt timothy,wolf lance,NONE,0.916667
kirshenbaum alan,packer craig,NONE,0.95
korsmo michelle l.,wolf lance,NONE,0.808081
kravis henry r,roberts george r,NONE,1
kretzmer w brian,snell roger,NONE,0.91
levin jeffrey,mizrachi orit,NONE,0.807692
markman adam scott,mcwilliams curtis b,NONE,0.95
markman adam scott,nolan thomas  h jr,NONE,1
mcwilliams curtis b,nolan thomas  h jr,NONE,0.95
oh stefan k.l.,prosky danny,NONE,0.95614
oh stefan k.l.,streiff mathieu b.,NONE,0.915351
prosky danny,streiff mathieu b.,NONE,0.948843
ressler richard s,shemesh avraham,NONE,0.801636
uaw chrysler retireees medical benefits plan,uaw ford retireees medical benefits plan,NONE,1
uaw chrysler retireees medical benefits plan,uaw gm retirees medical benefits plan,NONE,0.857143
uaw ford retireees medical benefits plan,uaw gm retirees medical benefits plan,NONE,0.857143
wieland james,wolf lance,NONE,0.916667
betts steven a.,leggio anthony l.,TRC,0.961538
betts steven a.,metcalfe norman j,TRC,0.934066
leggio anthony l.,metcalfe norman j,TRC,0.915751
sansone daniel f,spurlin sharon,ASIX,0.859091
cumming christine m,hankowsky william p,CFG,1
cumming christine m,subramaniam shivan s.,CFG,0.888889
cumming christine m,watson wendy a.,CFG,0.947368
cumming christine m,zuraitis marita,CFG,1
hankowsky william p,subramaniam shivan s.,CFG,0.888889
hankowsky william p,watson wendy a.,CFG,0.947368
hankowsky william p,zuraitis marita,CFG,1
subramaniam shivan s.,watson wendy a.,CFG,0.842105
subramaniam shivan s.,zuraitis marita,CFG,0.888889
watson wendy a.,zuraitis marita,CFG,0.947368
bentsen tim e,camp elizabeth w,SNV,0.9
bentsen tim e,pastides harris,SNV,0.859091
camp elizabeth w,pastides harris,SNV,0.859091
murphy diana m,pastides harris,SNV,0.863636
hartenstein eddy w,holden james p,(SIRI),0.802222
hartenstein eddy w,maffei gregory b,(SIRI),0.9025
hartenstein eddy w,malone evan daniel,(SIRI),0.9025
hartenstein eddy w,rapino michael,(SIRI),0.852632
hartenstein eddy w,salen kristina,(SIRI),0.81
hartenstein eddy w,vogel carl e,(SIRI),0.852632
hartenstein eddy w,zaslav david,(SIRI),0.818182
holden james p,maffei gregory b,(SIRI),0.888889
holden james p,malone evan daniel,(SIRI),0.888889
holden james p,rapino michael,(SIRI),0.826389
holden james p,vogel carl e,(SIRI),0.944444
holden james p,zaslav david,(SIRI),0.802222
maffei gregory b,malone evan daniel,(SIRI),1
maffei gregory b,rapino michael,(SIRI),0.944444
maffei gregory b,salen kristina,(SIRI),0.891975
maffei gregory b,vogel carl e,(SIRI),0.944444
maffei gregory b,zaslav david,(SIRI),0.9025
malone evan daniel,rapino michael,(SIRI),0.944444
malone evan daniel,salen kristina,(SIRI),0.891975
malone evan daniel,vogel carl e,(SIRI),0.944444
malone evan daniel,zaslav david,(SIRI),0.9025
rapino michael,salen kristina,(SIRI),0.941176
rapino michael,vogel carl e,(SIRI),0.875
rapino michael,zaslav david,(SIRI),0.852632
salen kristina,vogel carl e,(SIRI),0.823529
salen kristina,zaslav david,(SIRI),0.81
vogel carl e,zaslav david,(SIRI),0.852632
atayan christopher h,plummer andrew charles,DIT,0.964286
cush c. david,varley john j.,VA,0.877751
fiorillo e. frances,macleod john a.,VA,0.936508
fiorillo e. frances,varley john j.,VA,0.833333
forte stephen a.,macleod john a.,VA,0.825397
forte stephen a.,varley john j.,VA,0.833333
macleod john a.,varley john j.,VA,0.833333
gray adam,shackelton christopher s,LHCG,1
armer douglas n.,marone anthony f. jr,BXMT,0.853701
armer douglas n.,ruffing thomas c,BXMT,0.91442
cotton leonard w,dobrowski thomas e,BXMT,0.972222
cotton leonard w,edelman martin l,BXMT,0.916667
cotton leonard w,nassau henry n,BXMT,0.944444
cotton leonard w,sagalyn lynne b,BXMT,0.972222
dobrowski thomas e,edelman martin l,BXMT,0.941176
dobrowski thomas e,nassau henry n,BXMT,0.972222
dobrowski thomas e,sagalyn lynne b,BXMT,1
edelman martin l,nassau henry n,BXMT,0.916667
edelman martin l,sagalyn lynne b,BXMT,0.941176
nash michael b.,pollack jonathan lee,BXMT,0.802222
nassau henry n,sagalyn lynne b,BXMT,0.972222
brennan edward f,hunt jolie a.,NYSE: KRC,0.954545
brennan edward f,ingraham scott s,NYSE: KRC,1
brennan edward f,smart justin william,NYSE: KRC,0.918403
brennan edward f,stevenson gary r.,NYSE: KRC,1
brennan edward f,stoneberg peter b.,NYSE: KRC,1
hunt jolie a.,ingraham scott s,NYSE: KRC,0.954545
hunt jolie a.,smart justin william,NYSE: KRC,0.876812
hunt jolie a.,stevenson gary r.,NYSE: KRC,0.954545
hunt jolie a.,stoneberg peter b.,NYSE: KRC,0.954545
ingraham scott s,smart justin william,NYSE: KRC,0.918403
ingraham scott s,stevenson gary r.,NYSE: KRC,1
ingraham scott s,stoneberg peter b.,NYSE: KRC,1
smart justin william,stevenson gary r.,NYSE: KRC,0.918403
smart justin william,stoneberg peter b.,NYSE: KRC,0.918403
stevenson gary r.,stoneberg peter b.,NYSE: KRC,1
bartone michael a.,cannon james j,SWK,0.880008
cannon james j,douglas craig a,SWK,0.828095
douglas craig a,lundgren john f,SWK,0.859694
douglas craig a,mcchesney lee b,SWK,0.826574
loree james m,ramirez jaime a,SWK,0.814567
loree james m,voelker joseph r,SWK,0.89158
barton robert f.,gammieri jerry,AAT,0.906818
barton robert f.,wyll adam,AAT,0.934175
gammieri jerry,wyll adam,AAT,0.935166
agnaten se,lucresca se,COTY,1
isner joshua,larson luke,AAXN,1
carroll james a,snow john w.,AHH,0.9
coleman charles p iii,shleifer scott l,RUN,1
de leon rudy f,reynolds catherine b,GD,0.808081
de leon rudy f,schumacher laura j,GD,0.956522
alfieri joseph j iii,graczyk mark d,MOGA/MOGB,1
alfieri joseph j iii,mclachlan stuart,MOGA/MOGB,0.807692
alfieri joseph j iii,schaff michael a,MOGA/MOGB,1
balkin timothy p,burghardt r. eric,MOGA/MOGB,0.953947
gisel william g jr,reichelderfer brenda,MOGA/MOGB,0.842105
graczyk mark d,mclachlan stuart,MOGA/MOGB,0.807692
graczyk mark d,schaff michael a,MOGA/MOGB,1
mclachlan stuart,schaff michael a,MOGA/MOGB,0.807692
roche patrick j,trabert mark joseph,MOGA/MOGB,0.867952
roche patrick j,wilkinson paul,MOGA/MOGB,0.867952
trabert mark joseph,walter jennifer,MOGA/MOGB,0.916684
trabert mark joseph,wilkinson paul,MOGA/MOGB,1
walter jennifer,wilkinson paul,MOGA/MOGB,0.916684
cooper janet katherine,quintos karen h,LII,0.912656
cooper janet katherine,rucker kim k.w.,LII,0.867698
cooper janet katherine,swienton gregory t,LII,0.938477
cooper janet katherine,teske todd j,LII,0.834201
mitchell max h,quintos karen h,LII,0.823529
mitchell max h,rucker kim k.w.,LII,0.892857
mitchell max h,swienton gregory t,LII,0.84375
